number,code,url-name,filename,emoji,emoji-symbol,link,title,front-matter
1163,u+1f5b2,trackball,1163-trackball.md,trackball,🖲,permalink: 🖲.html,trackball,"---
layout: objects
title: trackball
emoji: trackball
permalink: 🖲.html
---"
1164,u+1f4bd,computer-disk,1164-computer-disk.md,computer_disk,💽,permalink: 💽.html,computer disk,"---
layout: objects
title: computer disk
emoji: computer_disk
permalink: 💽.html
---"
1165,u+1f4be,floppy-disk,1165-floppy-disk.md,floppy_disk,💾,permalink: 💾.html,floppy disk,"---
layout: objects
title: floppy disk
emoji: floppy_disk
permalink: 💾.html
---"
1166,u+1f4bf,optical-disk,1166-optical-disk.md,optical_disk,💿,permalink: 💿.html,optical disk,"---
layout: objects
title: optical disk
emoji: optical_disk
permalink: 💿.html
---"
1167,u+1f4c0,dvd,1167-dvd.md,dvd,📀,permalink: 📀.html,dvd,"---
layout: objects
title: dvd
emoji: dvd
permalink: 📀.html
---"
1168,u+1f9ee,abacus,1168-abacus.md,abacus,🧮,permalink: 🧮.html,abacus,"---
layout: objects
title: abacus
emoji: abacus
permalink: 🧮.html
---"
1169,u+1f3a5,movie-camera,1169-movie-camera.md,movie_camera,🎥,permalink: 🎥.html,movie camera,"---
layout: objects
title: movie camera
emoji: movie_camera
permalink: 🎥.html
---"
1170,u+1f39e,film-frames,1170-film-frames.md,film_frames,🎞,permalink: 🎞.html,film frames,"---
layout: objects
title: film frames
emoji: film_frames
permalink: 🎞.html
---"
1171,u+1f4fd,film-projector,1171-film-projector.md,film_projector,📽,permalink: 📽.html,film projector,"---
layout: objects
title: film projector
emoji: film_projector
permalink: 📽.html
---"
1172,u+1f3ac,clapper-board,1172-clapper-board.md,clapper_board,🎬,permalink: 🎬.html,clapper board,"---
layout: objects
title: clapper board
emoji: clapper_board
permalink: 🎬.html
---"
1173,u+1f4fa,television,1173-television.md,television,📺,permalink: 📺.html,television,"---
layout: objects
title: television
emoji: television
permalink: 📺.html
---"
1174,u+1f4f7,camera,1174-camera.md,camera,📷,permalink: 📷.html,camera,"---
layout: objects
title: camera
emoji: camera
permalink: 📷.html
---"
1175,u+1f4f8,camera-with-flash,1175-camera-with-flash.md,camera_with_flash,📸,permalink: 📸.html,camera with flash,"---
layout: objects
title: camera with flash
emoji: camera_with_flash
permalink: 📸.html
---"
1176,u+1f4f9,video-camera,1176-video-camera.md,video_camera,📹,permalink: 📹.html,video camera,"---
layout: objects
title: video camera
emoji: video_camera
permalink: 📹.html
---"
1177,u+1f4fc,videocassette,1177-videocassette.md,videocassette,📼,permalink: 📼.html,videocassette,"---
layout: objects
title: videocassette
emoji: videocassette
permalink: 📼.html
---"
1178,u+1f50d,magnifying-glass-tilted-left,1178-magnifying-glass-tilted-left.md,magnifying_glass_tilted_left,🔍,permalink: 🔍.html,magnifying glass tilted left,"---
layout: objects
title: magnifying glass tilted left
emoji: magnifying_glass_tilted_left
permalink: 🔍.html
---"
1179,u+1f50e,magnifying-glass-tilted-right,1179-magnifying-glass-tilted-right.md,magnifying_glass_tilted_right,🔎,permalink: 🔎.html,magnifying glass tilted right,"---
layout: objects
title: magnifying glass tilted right
emoji: magnifying_glass_tilted_right
permalink: 🔎.html
---"
1180,u+1f56f,candle,1180-candle.md,candle,🕯,permalink: 🕯.html,candle,"---
layout: objects
title: candle
emoji: candle
permalink: 🕯.html
---"
1181,u+1f4a1,light-bulb,1181-light-bulb.md,light_bulb,💡,permalink: 💡.html,light bulb,"---
layout: objects
title: light bulb
emoji: light_bulb
permalink: 💡.html
---"
1182,u+1f526,flashlight,1182-flashlight.md,flashlight,🔦,permalink: 🔦.html,flashlight,"---
layout: objects
title: flashlight
emoji: flashlight
permalink: 🔦.html
---"
1183,u+1f3ee,red-paper-lantern,1183-red-paper-lantern.md,red_paper_lantern,🏮,permalink: 🏮.html,red paper lantern,"---
layout: objects
title: red paper lantern
emoji: red_paper_lantern
permalink: 🏮.html
---"
1184,u+1fa94,diya-lamp,1184-diya-lamp.md,diya_lamp,🪔,permalink: 🪔.html,diya lamp,"---
layout: objects
title: diya lamp
emoji: diya_lamp
permalink: 🪔.html
---"
1185,u+1f4d4,notebook-with-decorative-cover,1185-notebook-with-decorative-cover.md,notebook_with_decorative_cover,📔,permalink: 📔.html,notebook with decorative cover,"---
layout: objects
title: notebook with decorative cover
emoji: notebook_with_decorative_cover
permalink: 📔.html
---"
1186,u+1f4d5,closed-book,1186-closed-book.md,closed_book,📕,permalink: 📕.html,closed book,"---
layout: objects
title: closed book
emoji: closed_book
permalink: 📕.html
---"
1187,u+1f4d6,open-book,1187-open-book.md,open_book,📖,permalink: 📖.html,open book,"---
layout: objects
title: open book
emoji: open_book
permalink: 📖.html
---"
1188,u+1f4d7,green-book,1188-green-book.md,green_book,📗,permalink: 📗.html,green book,"---
layout: objects
title: green book
emoji: green_book
permalink: 📗.html
---"
1189,u+1f4d8,blue-book,1189-blue-book.md,blue_book,📘,permalink: 📘.html,blue book,"---
layout: objects
title: blue book
emoji: blue_book
permalink: 📘.html
---"
1190,u+1f4d9,orange-book,1190-orange-book.md,orange_book,📙,permalink: 📙.html,orange book,"---
layout: objects
title: orange book
emoji: orange_book
permalink: 📙.html
---"
1191,u+1f4da,books,1191-books.md,books,📚,permalink: 📚.html,books,"---
layout: objects
title: books
emoji: books
permalink: 📚.html
---"
1192,u+1f4d3,notebook,1192-notebook.md,notebook,📓,permalink: 📓.html,notebook,"---
layout: objects
title: notebook
emoji: notebook
permalink: 📓.html
---"
1193,u+1f4d2,ledger,1193-ledger.md,ledger,📒,permalink: 📒.html,ledger,"---
layout: objects
title: ledger
emoji: ledger
permalink: 📒.html
---"
1194,u+1f4c3,page-with-curl,1194-page-with-curl.md,page_with_curl,📃,permalink: 📃.html,page with curl,"---
layout: objects
title: page with curl
emoji: page_with_curl
permalink: 📃.html
---"
1195,u+1f4dc,scroll,1195-scroll.md,scroll,📜,permalink: 📜.html,scroll,"---
layout: objects
title: scroll
emoji: scroll
permalink: 📜.html
---"
1196,u+1f4c4,page-facing-up,1196-page-facing-up.md,page_facing_up,📄,permalink: 📄.html,page facing up,"---
layout: objects
title: page facing up
emoji: page_facing_up
permalink: 📄.html
---"
1197,u+1f4f0,newspaper,1197-newspaper.md,newspaper,📰,permalink: 📰.html,newspaper,"---
layout: objects
title: newspaper
emoji: newspaper
permalink: 📰.html
---"
1198,u+1f5de,rolled-up-newspaper,1198-rolled-up-newspaper.md,rolled_up_newspaper,🗞,permalink: 🗞.html,rolled-up newspaper,"---
layout: objects
title: rolled-up newspaper
emoji: rolled_up_newspaper
permalink: 🗞.html
---"
1199,u+1f4d1,bookmark-tabs,1199-bookmark-tabs.md,bookmark_tabs,📑,permalink: 📑.html,bookmark tabs,"---
layout: objects
title: bookmark tabs
emoji: bookmark_tabs
permalink: 📑.html
---"
1200,u+1f516,bookmark,1200-bookmark.md,bookmark,🔖,permalink: 🔖.html,bookmark,"---
layout: objects
title: bookmark
emoji: bookmark
permalink: 🔖.html
---"
1201,u+1f3f7,label,1201-label.md,label,🏷,permalink: 🏷.html,label,"---
layout: objects
title: label
emoji: label
permalink: 🏷.html
---"
1202,u+1f4b0,money-bag,1202-money-bag.md,money_bag,💰,permalink: 💰.html,money bag,"---
layout: objects
title: money bag
emoji: money_bag
permalink: 💰.html
---"
1203,u+1fa99,coin,1203-coin.md,coin,🪙,permalink: 🪙.html,coin,"---
layout: objects
title: coin
emoji: coin
permalink: 🪙.html
---"
1204,u+1f4b4,yen-banknote,1204-yen-banknote.md,yen_banknote,💴,permalink: 💴.html,yen banknote,"---
layout: objects
title: yen banknote
emoji: yen_banknote
permalink: 💴.html
---"
1205,u+1f4b5,dollar-banknote,1205-dollar-banknote.md,dollar_banknote,💵,permalink: 💵.html,dollar banknote,"---
layout: objects
title: dollar banknote
emoji: dollar_banknote
permalink: 💵.html
---"
1206,u+1f4b6,euro-banknote,1206-euro-banknote.md,euro_banknote,💶,permalink: 💶.html,euro banknote,"---
layout: objects
title: euro banknote
emoji: euro_banknote
permalink: 💶.html
---"
1207,u+1f4b7,pound-banknote,1207-pound-banknote.md,pound_banknote,💷,permalink: 💷.html,pound banknote,"---
layout: objects
title: pound banknote
emoji: pound_banknote
permalink: 💷.html
---"
1208,u+1f4b8,money-with-wings,1208-money-with-wings.md,money_with_wings,💸,permalink: 💸.html,money with wings,"---
layout: objects
title: money with wings
emoji: money_with_wings
permalink: 💸.html
---"
1209,u+1f4b3,credit-card,1209-credit-card.md,credit_card,💳,permalink: 💳.html,credit card,"---
layout: objects
title: credit card
emoji: credit_card
permalink: 💳.html
---"
1210,u+1f9fe,receipt,1210-receipt.md,receipt,🧾,permalink: 🧾.html,receipt,"---
layout: objects
title: receipt
emoji: receipt
permalink: 🧾.html
---"
1211,u+1f4b9,chart-increasing-with-yen,1211-chart-increasing-with-yen.md,chart_increasing_with_yen,💹,permalink: 💹.html,chart increasing with yen,"---
layout: objects
title: chart increasing with yen
emoji: chart_increasing_with_yen
permalink: 💹.html
---"
1212,u+2709,envelope,1212-envelope.md,envelope,✉,permalink: ✉.html,envelope,"---
layout: objects
title: envelope
emoji: envelope
permalink: ✉.html
---"
1213,u+1f4e7,email,1213-email.md,email,📧,permalink: 📧.html,e-mail,"---
layout: objects
title: e-mail
emoji: email
permalink: 📧.html
---"
1214,u+1f4e8,incoming-envelope,1214-incoming-envelope.md,incoming_envelope,📨,permalink: 📨.html,incoming envelope,"---
layout: objects
title: incoming envelope
emoji: incoming_envelope
permalink: 📨.html
---"
1215,u+1f4e9,envelope-with-arrow,1215-envelope-with-arrow.md,envelope_with_arrow,📩,permalink: 📩.html,envelope with arrow,"---
layout: objects
title: envelope with arrow
emoji: envelope_with_arrow
permalink: 📩.html
---"
1216,u+1f4e4,outbox-tray,1216-outbox-tray.md,outbox_tray,📤,permalink: 📤.html,outbox tray,"---
layout: objects
title: outbox tray
emoji: outbox_tray
permalink: 📤.html
---"
1217,u+1f4e5,inbox-tray,1217-inbox-tray.md,inbox_tray,📥,permalink: 📥.html,inbox tray,"---
layout: objects
title: inbox tray
emoji: inbox_tray
permalink: 📥.html
---"
1218,u+1f4e6,package,1218-package.md,package,📦,permalink: 📦.html,package,"---
layout: objects
title: package
emoji: package
permalink: 📦.html
---"
1219,u+1f4eb,closed-mailbox-with-raised-flag,1219-closed-mailbox-with-raised-flag.md,closed_mailbox_with_raised_flag,📫,permalink: 📫.html,closed mailbox with raised flag,"---
layout: objects
title: closed mailbox with raised flag
emoji: closed_mailbox_with_raised_flag
permalink: 📫.html
---"
1220,u+1f4ea,closed-mailbox-with-lowered-flag,1220-closed-mailbox-with-lowered-flag.md,closed_mailbox_with_lowered_flag,📪,permalink: 📪.html,closed mailbox with lowered flag,"---
layout: objects
title: closed mailbox with lowered flag
emoji: closed_mailbox_with_lowered_flag
permalink: 📪.html
---"
1221,u+1f4ec,open-mailbox-with-raised-flag,1221-open-mailbox-with-raised-flag.md,open_mailbox_with_raised_flag,📬,permalink: 📬.html,open mailbox with raised flag,"---
layout: objects
title: open mailbox with raised flag
emoji: open_mailbox_with_raised_flag
permalink: 📬.html
---"
1222,u+1f4ed,open-mailbox-with-lowered-flag,1222-open-mailbox-with-lowered-flag.md,open_mailbox_with_lowered_flag,📭,permalink: 📭.html,open mailbox with lowered flag,"---
layout: objects
title: open mailbox with lowered flag
emoji: open_mailbox_with_lowered_flag
permalink: 📭.html
---"
1223,u+1f4ee,postbox,1223-postbox.md,postbox,📮,permalink: 📮.html,postbox,"---
layout: objects
title: postbox
emoji: postbox
permalink: 📮.html
---"
1224,u+1f5f3,ballot-box-with-ballot,1224-ballot-box-with-ballot.md,ballot_box_with_ballot,🗳,permalink: 🗳.html,ballot box with ballot,"---
layout: objects
title: ballot box with ballot
emoji: ballot_box_with_ballot
permalink: 🗳.html
---"
1225,u+270f,pencil,1225-pencil.md,pencil,✏,permalink: ✏.html,pencil,"---
layout: objects
title: pencil
emoji: pencil
permalink: ✏.html
---"
1226,u+2712,black-nib,1226-black-nib.md,black_nib,✒,permalink: ✒.html,black nib,"---
layout: objects
title: black nib
emoji: black_nib
permalink: ✒.html
---"
1227,u+1f58b,fountain-pen,1227-fountain-pen.md,fountain_pen,🖋,permalink: 🖋.html,fountain pen,"---
layout: objects
title: fountain pen
emoji: fountain_pen
permalink: 🖋.html
---"
1228,u+1f58a,pen,1228-pen.md,pen,🖊,permalink: 🖊.html,pen,"---
layout: objects
title: pen
emoji: pen
permalink: 🖊.html
---"
1229,u+1f58c,paintbrush,1229-paintbrush.md,paintbrush,🖌,permalink: 🖌.html,paintbrush,"---
layout: objects
title: paintbrush
emoji: paintbrush
permalink: 🖌.html
---"
1230,u+1f58d,crayon,1230-crayon.md,crayon,🖍,permalink: 🖍.html,crayon,"---
layout: objects
title: crayon
emoji: crayon
permalink: 🖍.html
---"
1231,u+1f4dd,memo,1231-memo.md,memo,📝,permalink: 📝.html,memo,"---
layout: objects
title: memo
emoji: memo
permalink: 📝.html
---"
