number,code,url-name,filename,emoji,emoji-symbol,link,title,front-matter
0441,u+1f6b5-u+200d-u+2642-u+fe0f,man-mountain-biking,0441-man-mountain-biking.md,man_mountain_biking,🚵‍♂️,permalink: 🚵‍♂️.html,man mountain biking,"---
layout: people&body
title: man mountain biking
emoji: man_mountain_biking
permalink: 🚵‍♂️.html
---"
0442,u+1f6b5-u+200d-u+2640-u+fe0f,woman-mountain-biking,0442-woman-mountain-biking.md,woman_mountain_biking,🚵‍♀️,permalink: 🚵‍♀️.html,woman mountain biking,"---
layout: people&body
title: woman mountain biking
emoji: woman_mountain_biking
permalink: 🚵‍♀️.html
---"
0443,u+1f938,person-cartwheeling,0443-person-cartwheeling.md,person_cartwheeling,🤸,permalink: 🤸.html,person cartwheeling,"---
layout: people&body
title: person cartwheeling
emoji: person_cartwheeling
permalink: 🤸.html
---"
0444,u+1f938-u+200d-u+2642-u+fe0f,man-cartwheeling,0444-man-cartwheeling.md,man_cartwheeling,🤸‍♂️,permalink: 🤸‍♂️.html,man cartwheeling,"---
layout: people&body
title: man cartwheeling
emoji: man_cartwheeling
permalink: 🤸‍♂️.html
---"
0445,u+1f938-u+200d-u+2640-u+fe0f,woman-cartwheeling,0445-woman-cartwheeling.md,woman_cartwheeling,🤸‍♀️,permalink: 🤸‍♀️.html,woman cartwheeling,"---
layout: people&body
title: woman cartwheeling
emoji: woman_cartwheeling
permalink: 🤸‍♀️.html
---"
0446,u+1f93c,people-wrestling,0446-people-wrestling.md,people_wrestling,🤼,permalink: 🤼.html,people wrestling,"---
layout: people&body
title: people wrestling
emoji: people_wrestling
permalink: 🤼.html
---"
0447,u+1f93c-u+200d-u+2642-u+fe0f,men-wrestling,0447-men-wrestling.md,men_wrestling,🤼‍♂️,permalink: 🤼‍♂️.html,men wrestling,"---
layout: people&body
title: men wrestling
emoji: men_wrestling
permalink: 🤼‍♂️.html
---"
0448,u+1f93c-u+200d-u+2640-u+fe0f,women-wrestling,0448-women-wrestling.md,women_wrestling,🤼‍♀️,permalink: 🤼‍♀️.html,women wrestling,"---
layout: people&body
title: women wrestling
emoji: women_wrestling
permalink: 🤼‍♀️.html
---"
0449,u+1f93d,person-playing-water-polo,0449-person-playing-water-polo.md,person_playing_water_polo,🤽,permalink: 🤽.html,person playing water polo,"---
layout: people&body
title: person playing water polo
emoji: person_playing_water_polo
permalink: 🤽.html
---"
0450,u+1f93d-u+200d-u+2642-u+fe0f,man-playing-water-polo,0450-man-playing-water-polo.md,man_playing_water_polo,🤽‍♂️,permalink: 🤽‍♂️.html,man playing water polo,"---
layout: people&body
title: man playing water polo
emoji: man_playing_water_polo
permalink: 🤽‍♂️.html
---"
0451,u+1f93d-u+200d-u+2640-u+fe0f,woman-playing-water-polo,0451-woman-playing-water-polo.md,woman_playing_water_polo,🤽‍♀️,permalink: 🤽‍♀️.html,woman playing water polo,"---
layout: people&body
title: woman playing water polo
emoji: woman_playing_water_polo
permalink: 🤽‍♀️.html
---"
0452,u+1f93e,person-playing-handball,0452-person-playing-handball.md,person_playing_handball,🤾,permalink: 🤾.html,person playing handball,"---
layout: people&body
title: person playing handball
emoji: person_playing_handball
permalink: 🤾.html
---"
0453,u+1f93e-u+200d-u+2642-u+fe0f,man-playing-handball,0453-man-playing-handball.md,man_playing_handball,🤾‍♂️,permalink: 🤾‍♂️.html,man playing handball,"---
layout: people&body
title: man playing handball
emoji: man_playing_handball
permalink: 🤾‍♂️.html
---"
0454,u+1f93e-u+200d-u+2640-u+fe0f,woman-playing-handball,0454-woman-playing-handball.md,woman_playing_handball,🤾‍♀️,permalink: 🤾‍♀️.html,woman playing handball,"---
layout: people&body
title: woman playing handball
emoji: woman_playing_handball
permalink: 🤾‍♀️.html
---"
0455,u+1f939,person-juggling,0455-person-juggling.md,person_juggling,🤹,permalink: 🤹.html,person juggling,"---
layout: people&body
title: person juggling
emoji: person_juggling
permalink: 🤹.html
---"
0456,u+1f939-u+200d-u+2642-u+fe0f,man-juggling,0456-man-juggling.md,man_juggling,🤹‍♂️,permalink: 🤹‍♂️.html,man juggling,"---
layout: people&body
title: man juggling
emoji: man_juggling
permalink: 🤹‍♂️.html
---"
0457,u+1f939-u+200d-u+2640-u+fe0f,woman-juggling,0457-woman-juggling.md,woman_juggling,🤹‍♀️,permalink: 🤹‍♀️.html,woman juggling,"---
layout: people&body
title: woman juggling
emoji: woman_juggling
permalink: 🤹‍♀️.html
---"
0458,u+1f9d8,person-in-lotus-position,0458-person-in-lotus-position.md,person_in_lotus_position,🧘,permalink: 🧘.html,person in lotus position,"---
layout: people&body
title: person in lotus position
emoji: person_in_lotus_position
permalink: 🧘.html
---"
0459,u+1f9d8-u+200d-u+2642-u+fe0f,man-in-lotus-position,0459-man-in-lotus-position.md,man_in_lotus_position,🧘‍♂️,permalink: 🧘‍♂️.html,man in lotus position,"---
layout: people&body
title: man in lotus position
emoji: man_in_lotus_position
permalink: 🧘‍♂️.html
---"
0460,u+1f9d8-u+200d-u+2640-u+fe0f,woman-in-lotus-position,0460-woman-in-lotus-position.md,woman_in_lotus_position,🧘‍♀️,permalink: 🧘‍♀️.html,woman in lotus position,"---
layout: people&body
title: woman in lotus position
emoji: woman_in_lotus_position
permalink: 🧘‍♀️.html
---"
0461,u+1f6c0,person-taking-bath,0461-person-taking-bath.md,person_taking_bath,🛀,permalink: 🛀.html,person taking bath,"---
layout: people&body
title: person taking bath
emoji: person_taking_bath
permalink: 🛀.html
---"
0462,u+1f6cc,person-in-bed,0462-person-in-bed.md,person_in_bed,🛌,permalink: 🛌.html,person in bed,"---
layout: people&body
title: person in bed
emoji: person_in_bed
permalink: 🛌.html
---"
0463,u+1f9d1-u+200d-u+1f91d-u+200d-u+1f9d1,people-holding-hands,0463-people-holding-hands.md,people_holding_hands,🧑‍🤝‍🧑,permalink: 🧑‍🤝‍🧑.html,people holding hands,"---
layout: people&body
title: people holding hands
emoji: people_holding_hands
permalink: 🧑‍🤝‍🧑.html
---"
0464,u+1f46d,women-holding-hands,0464-women-holding-hands.md,women_holding_hands,👭,permalink: 👭.html,women holding hands,"---
layout: people&body
title: women holding hands
emoji: women_holding_hands
permalink: 👭.html
---"
0465,u+1f46b,woman-and-man-holding-hands,0465-woman-and-man-holding-hands.md,woman_and_man_holding_hands,👫,permalink: 👫.html,woman and man holding hands,"---
layout: people&body
title: woman and man holding hands
emoji: woman_and_man_holding_hands
permalink: 👫.html
---"
0466,u+1f46c,men-holding-hands,0466-men-holding-hands.md,men_holding_hands,👬,permalink: 👬.html,men holding hands,"---
layout: people&body
title: men holding hands
emoji: men_holding_hands
permalink: 👬.html
---"
0467,u+1f48f,kiss,0467-kiss.md,kiss,💏,permalink: 💏.html,kiss,"---
layout: people&body
title: kiss
emoji: kiss
permalink: 💏.html
---"
0468,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f48b-u+200d-u+1f468,kiss-woman-man,0468-kiss-woman-man.md,kiss_woman_man,👩‍❤️‍💋‍👨,permalink: 👩‍❤️‍💋‍👨.html,"""kiss: woman, man""","---
layout: people&body
title: ""kiss: woman, man""
emoji: kiss_woman_man
permalink: 👩‍❤️‍💋‍👨.html
---"
0469,u+1f468-u+200d-u+2764-u+fe0f-u+200d-u+1f48b-u+200d-u+1f468,kiss-man-man,0469-kiss-man-man.md,kiss_man_man,👨‍❤️‍💋‍👨,permalink: 👨‍❤️‍💋‍👨.html,"""kiss: man, man""","---
layout: people&body
title: ""kiss: man, man""
emoji: kiss_man_man
permalink: 👨‍❤️‍💋‍👨.html
---"
0470,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f48b-u+200d-u+1f469,kiss-woman-woman,0470-kiss-woman-woman.md,kiss_woman_woman,👩‍❤️‍💋‍👩,permalink: 👩‍❤️‍💋‍👩.html,"""kiss: woman, woman""","---
layout: people&body
title: ""kiss: woman, woman""
emoji: kiss_woman_woman
permalink: 👩‍❤️‍💋‍👩.html
---"
0471,u+1f491,couple-with-heart,0471-couple-with-heart.md,couple_with_heart,💑,permalink: 💑.html,couple with heart,"---
layout: people&body
title: couple with heart
emoji: couple_with_heart
permalink: 💑.html
---"
0472,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f468,couple-with-heart-woman-man,0472-couple-with-heart-woman-man.md,couple_with_heart_woman_man,👩‍❤️‍👨,permalink: 👩‍❤️‍👨.html,"""couple with heart: woman, man""","---
layout: people&body
title: ""couple with heart: woman, man""
emoji: couple_with_heart_woman_man
permalink: 👩‍❤️‍👨.html
---"
0473,u+1f468-u+200d-u+2764-u+fe0f-u+200d-u+1f468,couple-with-heart-man-man,0473-couple-with-heart-man-man.md,couple_with_heart_man_man,👨‍❤️‍👨,permalink: 👨‍❤️‍👨.html,"""couple with heart: man, man""","---
layout: people&body
title: ""couple with heart: man, man""
emoji: couple_with_heart_man_man
permalink: 👨‍❤️‍👨.html
---"
0474,u+1f469-u+200d-u+2764-u+fe0f-u+200d-u+1f469,couple-with-heart-woman-woman,0474-couple-with-heart-woman-woman.md,couple_with_heart_woman_woman,👩‍❤️‍👩,permalink: 👩‍❤️‍👩.html,"""couple with heart: woman, woman""","---
layout: people&body
title: ""couple with heart: woman, woman""
emoji: couple_with_heart_woman_woman
permalink: 👩‍❤️‍👩.html
---"
0475,u+1f46a,family,0475-family.md,family,👪,permalink: 👪.html,family,"---
layout: people&body
title: family
emoji: family
permalink: 👪.html
---"
0476,u+1f468-u+200d-u+1f469-u+200d-u+1f466,family-man-woman-boy,0476-family-man-woman-boy.md,family_man_woman_boy,👨‍👩‍👦,permalink: 👨‍👩‍👦.html,"""family: man, woman, boy""","---
layout: people&body
title: ""family: man, woman, boy""
emoji: family_man_woman_boy
permalink: 👨‍👩‍👦.html
---"
0477,u+1f468-u+200d-u+1f469-u+200d-u+1f467,family-man-woman-girl,0477-family-man-woman-girl.md,family_man_woman_girl,👨‍👩‍👧,permalink: 👨‍👩‍👧.html,"""family: man, woman, girl""","---
layout: people&body
title: ""family: man, woman, girl""
emoji: family_man_woman_girl
permalink: 👨‍👩‍👧.html
---"
0478,u+1f468-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f466,family-man-woman-girl-boy,0478-family-man-woman-girl-boy.md,family_man_woman_girl_boy,👨‍👩‍👧‍👦,permalink: 👨‍👩‍👧‍👦.html,"""family: man, woman, girl, boy""","---
layout: people&body
title: ""family: man, woman, girl, boy""
emoji: family_man_woman_girl_boy
permalink: 👨‍👩‍👧‍👦.html
---"
0479,u+1f468-u+200d-u+1f469-u+200d-u+1f466-u+200d-u+1f466,family-man-woman-boy-boy,0479-family-man-woman-boy-boy.md,family_man_woman_boy_boy,👨‍👩‍👦‍👦,permalink: 👨‍👩‍👦‍👦.html,"""family: man, woman, boy, boy""","---
layout: people&body
title: ""family: man, woman, boy, boy""
emoji: family_man_woman_boy_boy
permalink: 👨‍👩‍👦‍👦.html
---"
0480,u+1f468-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f467,family-man-woman-girl-girl,0480-family-man-woman-girl-girl.md,family_man_woman_girl_girl,👨‍👩‍👧‍👧,permalink: 👨‍👩‍👧‍👧.html,"""family: man, woman, girl, girl""","---
layout: people&body
title: ""family: man, woman, girl, girl""
emoji: family_man_woman_girl_girl
permalink: 👨‍👩‍👧‍👧.html
---"
0481,u+1f468-u+200d-u+1f468-u+200d-u+1f466,family-man-man-boy,0481-family-man-man-boy.md,family_man_man_boy,👨‍👨‍👦,permalink: 👨‍👨‍👦.html,"""family: man, man, boy""","---
layout: people&body
title: ""family: man, man, boy""
emoji: family_man_man_boy
permalink: 👨‍👨‍👦.html
---"
0482,u+1f468-u+200d-u+1f468-u+200d-u+1f467,family-man-man-girl,0482-family-man-man-girl.md,family_man_man_girl,👨‍👨‍👧,permalink: 👨‍👨‍👧.html,"""family: man, man, girl""","---
layout: people&body
title: ""family: man, man, girl""
emoji: family_man_man_girl
permalink: 👨‍👨‍👧.html
---"
0483,u+1f468-u+200d-u+1f468-u+200d-u+1f467-u+200d-u+1f466,family-man-man-girl-boy,0483-family-man-man-girl-boy.md,family_man_man_girl_boy,👨‍👨‍👧‍👦,permalink: 👨‍👨‍👧‍👦.html,"""family: man, man, girl, boy""","---
layout: people&body
title: ""family: man, man, girl, boy""
emoji: family_man_man_girl_boy
permalink: 👨‍👨‍👧‍👦.html
---"
0484,u+1f468-u+200d-u+1f468-u+200d-u+1f466-u+200d-u+1f466,family-man-man-boy-boy,0484-family-man-man-boy-boy.md,family_man_man_boy_boy,👨‍👨‍👦‍👦,permalink: 👨‍👨‍👦‍👦.html,"""family: man, man, boy, boy""","---
layout: people&body
title: ""family: man, man, boy, boy""
emoji: family_man_man_boy_boy
permalink: 👨‍👨‍👦‍👦.html
---"
0485,u+1f468-u+200d-u+1f468-u+200d-u+1f467-u+200d-u+1f467,family-man-man-girl-girl,0485-family-man-man-girl-girl.md,family_man_man_girl_girl,👨‍👨‍👧‍👧,permalink: 👨‍👨‍👧‍👧.html,"""family: man, man, girl, girl""","---
layout: people&body
title: ""family: man, man, girl, girl""
emoji: family_man_man_girl_girl
permalink: 👨‍👨‍👧‍👧.html
---"
0486,u+1f469-u+200d-u+1f469-u+200d-u+1f466,family-woman-woman-boy,0486-family-woman-woman-boy.md,family_woman_woman_boy,👩‍👩‍👦,permalink: 👩‍👩‍👦.html,"""family: woman, woman, boy""","---
layout: people&body
title: ""family: woman, woman, boy""
emoji: family_woman_woman_boy
permalink: 👩‍👩‍👦.html
---"
0487,u+1f469-u+200d-u+1f469-u+200d-u+1f467,family-woman-woman-girl,0487-family-woman-woman-girl.md,family_woman_woman_girl,👩‍👩‍👧,permalink: 👩‍👩‍👧.html,"""family: woman, woman, girl""","---
layout: people&body
title: ""family: woman, woman, girl""
emoji: family_woman_woman_girl
permalink: 👩‍👩‍👧.html
---"
0488,u+1f469-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f466,family-woman-woman-girl-boy,0488-family-woman-woman-girl-boy.md,family_woman_woman_girl_boy,👩‍👩‍👧‍👦,permalink: 👩‍👩‍👧‍👦.html,"""family: woman, woman, girl, boy""","---
layout: people&body
title: ""family: woman, woman, girl, boy""
emoji: family_woman_woman_girl_boy
permalink: 👩‍👩‍👧‍👦.html
---"
0489,u+1f469-u+200d-u+1f469-u+200d-u+1f466-u+200d-u+1f466,family-woman-woman-boy-boy,0489-family-woman-woman-boy-boy.md,family_woman_woman_boy_boy,👩‍👩‍👦‍👦,permalink: 👩‍👩‍👦‍👦.html,"""family: woman, woman, boy, boy""","---
layout: people&body
title: ""family: woman, woman, boy, boy""
emoji: family_woman_woman_boy_boy
permalink: 👩‍👩‍👦‍👦.html
---"
0490,u+1f469-u+200d-u+1f469-u+200d-u+1f467-u+200d-u+1f467,family-woman-woman-girl-girl,0490-family-woman-woman-girl-girl.md,family_woman_woman_girl_girl,👩‍👩‍👧‍👧,permalink: 👩‍👩‍👧‍👧.html,"""family: woman, woman, girl, girl""","---
layout: people&body
title: ""family: woman, woman, girl, girl""
emoji: family_woman_woman_girl_girl
permalink: 👩‍👩‍👧‍👧.html
---"
0491,u+1f468-u+200d-u+1f466,family-man-boy,0491-family-man-boy.md,family_man_boy,👨‍👦,permalink: 👨‍👦.html,"""family: man, boy""","---
layout: people&body
title: ""family: man, boy""
emoji: family_man_boy
permalink: 👨‍👦.html
---"
0492,u+1f468-u+200d-u+1f466-u+200d-u+1f466,family-man-boy-boy,0492-family-man-boy-boy.md,family_man_boy_boy,👨‍👦‍👦,permalink: 👨‍👦‍👦.html,"""family: man, boy, boy""","---
layout: people&body
title: ""family: man, boy, boy""
emoji: family_man_boy_boy
permalink: 👨‍👦‍👦.html
---"
0493,u+1f468-u+200d-u+1f467,family-man-girl,0493-family-man-girl.md,family_man_girl,👨‍👧,permalink: 👨‍👧.html,"""family: man, girl""","---
layout: people&body
title: ""family: man, girl""
emoji: family_man_girl
permalink: 👨‍👧.html
---"
0494,u+1f468-u+200d-u+1f467-u+200d-u+1f466,family-man-girl-boy,0494-family-man-girl-boy.md,family_man_girl_boy,👨‍👧‍👦,permalink: 👨‍👧‍👦.html,"""family: man, girl, boy""","---
layout: people&body
title: ""family: man, girl, boy""
emoji: family_man_girl_boy
permalink: 👨‍👧‍👦.html
---"
0495,u+1f468-u+200d-u+1f467-u+200d-u+1f467,family-man-girl-girl,0495-family-man-girl-girl.md,family_man_girl_girl,👨‍👧‍👧,permalink: 👨‍👧‍👧.html,"""family: man, girl, girl""","---
layout: people&body
title: ""family: man, girl, girl""
emoji: family_man_girl_girl
permalink: 👨‍👧‍👧.html
---"
0496,u+1f469-u+200d-u+1f466,family-woman-boy,0496-family-woman-boy.md,family_woman_boy,👩‍👦,permalink: 👩‍👦.html,"""family: woman, boy""","---
layout: people&body
title: ""family: woman, boy""
emoji: family_woman_boy
permalink: 👩‍👦.html
---"
0497,u+1f469-u+200d-u+1f466-u+200d-u+1f466,family-woman-boy-boy,0497-family-woman-boy-boy.md,family_woman_boy_boy,👩‍👦‍👦,permalink: 👩‍👦‍👦.html,"""family: woman, boy, boy""","---
layout: people&body
title: ""family: woman, boy, boy""
emoji: family_woman_boy_boy
permalink: 👩‍👦‍👦.html
---"
0498,u+1f469-u+200d-u+1f467,family-woman-girl,0498-family-woman-girl.md,family_woman_girl,👩‍👧,permalink: 👩‍👧.html,"""family: woman, girl""","---
layout: people&body
title: ""family: woman, girl""
emoji: family_woman_girl
permalink: 👩‍👧.html
---"
0499,u+1f469-u+200d-u+1f467-u+200d-u+1f466,family-woman-girl-boy,0499-family-woman-girl-boy.md,family_woman_girl_boy,👩‍👧‍👦,permalink: 👩‍👧‍👦.html,"""family: woman, girl, boy""","---
layout: people&body
title: ""family: woman, girl, boy""
emoji: family_woman_girl_boy
permalink: 👩‍👧‍👦.html
---"
0500,u+1f469-u+200d-u+1f467-u+200d-u+1f467,family-woman-girl-girl,0500-family-woman-girl-girl.md,family_woman_girl_girl,👩‍👧‍👧,permalink: 👩‍👧‍👧.html,"""family: woman, girl, girl""","---
layout: people&body
title: ""family: woman, girl, girl""
emoji: family_woman_girl_girl
permalink: 👩‍👧‍👧.html
---"
0501,u+1f5e3,speaking-head,0501-speaking-head.md,speaking_head,🗣,permalink: 🗣.html,speaking head,"---
layout: people&body
title: speaking head
emoji: speaking_head
permalink: 🗣.html
---"
0502,u+1f464,bust-in-silhouette,0502-bust-in-silhouette.md,bust_in_silhouette,👤,permalink: 👤.html,bust in silhouette,"---
layout: people&body
title: bust in silhouette
emoji: bust_in_silhouette
permalink: 👤.html
---"
0503,u+1f465,busts-in-silhouette,0503-busts-in-silhouette.md,busts_in_silhouette,👥,permalink: 👥.html,busts in silhouette,"---
layout: people&body
title: busts in silhouette
emoji: busts_in_silhouette
permalink: 👥.html
---"
0504,u+1fac2,people-hugging,0504-people-hugging.md,people_hugging,🫂,permalink: 🫂.html,people hugging,"---
layout: people&body
title: people hugging
emoji: people_hugging
permalink: 🫂.html
---"
0505,u+1f463,footprints,0505-footprints.md,footprints,👣,permalink: 👣.html,footprints,"---
layout: people&body
title: footprints
emoji: footprints
permalink: 👣.html
---"
0506,u+1f9b0,red-hair,0506-red-hair.md,red_hair,🦰,permalink: 🦰.html,red hair,"---
layout: people&body
title: red hair
emoji: red_hair
permalink: 🦰.html
---"
0507,u+1f9b1,curly-hair,0507-curly-hair.md,curly_hair,🦱,permalink: 🦱.html,curly hair,"---
layout: people&body
title: curly hair
emoji: curly_hair
permalink: 🦱.html
---"
0508,u+1f9b3,white-hair,0508-white-hair.md,white_hair,🦳,permalink: 🦳.html,white hair,"---
layout: people&body
title: white hair
emoji: white_hair
permalink: 🦳.html
---"
0509,u+1f9b2,bald,0509-bald.md,bald,🦲,permalink: 🦲.html,bald,"---
layout: people&body
title: bald
emoji: bald
permalink: 🦲.html
---"
0510,u+1f435,monkey-face,0510-monkey-face.md,monkey_face,🐵,permalink: 🐵.html,monkey face,"---
layout: animals&nature
title: monkey face
emoji: monkey_face
permalink: 🐵.html
---"
0511,u+1f412,monkey,0511-monkey.md,monkey,🐒,permalink: 🐒.html,monkey,"---
layout: animals&nature
title: monkey
emoji: monkey
permalink: 🐒.html
---"
0512,u+1f98d,gorilla,0512-gorilla.md,gorilla,🦍,permalink: 🦍.html,gorilla,"---
layout: animals&nature
title: gorilla
emoji: gorilla
permalink: 🦍.html
---"
0513,u+1f9a7,orangutan,0513-orangutan.md,orangutan,🦧,permalink: 🦧.html,orangutan,"---
layout: animals&nature
title: orangutan
emoji: orangutan
permalink: 🦧.html
---"
0514,u+1f436,dog-face,0514-dog-face.md,dog_face,🐶,permalink: 🐶.html,dog face,"---
layout: animals&nature
title: dog face
emoji: dog_face
permalink: 🐶.html
---"
0515,u+1f415,dog,0515-dog.md,dog,🐕,permalink: 🐕.html,dog,"---
layout: animals&nature
title: dog
emoji: dog
permalink: 🐕.html
---"
0516,u+1f9ae,guide-dog,0516-guide-dog.md,guide_dog,🦮,permalink: 🦮.html,guide dog,"---
layout: animals&nature
title: guide dog
emoji: guide_dog
permalink: 🦮.html
---"
0517,u+1f415-u+200d-u+1f9ba,service-dog,0517-service-dog.md,service_dog,🐕‍🦺,permalink: 🐕‍🦺.html,service dog,"---
layout: animals&nature
title: service dog
emoji: service_dog
permalink: 🐕‍🦺.html
---"
0518,u+1f429,poodle,0518-poodle.md,poodle,🐩,permalink: 🐩.html,poodle,"---
layout: animals&nature
title: poodle
emoji: poodle
permalink: 🐩.html
---"
0519,u+1f43a,wolf,0519-wolf.md,wolf,🐺,permalink: 🐺.html,wolf,"---
layout: animals&nature
title: wolf
emoji: wolf
permalink: 🐺.html
---"
0520,u+1f98a,fox,0520-fox.md,fox,🦊,permalink: 🦊.html,fox,"---
layout: animals&nature
title: fox
emoji: fox
permalink: 🦊.html
---"
0521,u+1f99d,raccoon,0521-raccoon.md,raccoon,🦝,permalink: 🦝.html,raccoon,"---
layout: animals&nature
title: raccoon
emoji: raccoon
permalink: 🦝.html
---"
0522,u+1f431,cat-face,0522-cat-face.md,cat_face,🐱,permalink: 🐱.html,cat face,"---
layout: animals&nature
title: cat face
emoji: cat_face
permalink: 🐱.html
---"
0523,u+1f408,cat,0523-cat.md,cat,🐈,permalink: 🐈.html,cat,"---
layout: animals&nature
title: cat
emoji: cat
permalink: 🐈.html
---"
0524,u+1f408-u+200d-u+2b1b,black-cat,0524-black-cat.md,black_cat,🐈‍⬛,permalink: 🐈‍⬛.html,black cat,"---
layout: animals&nature
title: black cat
emoji: black_cat
permalink: 🐈‍⬛.html
---"
0525,u+1f981,lion,0525-lion.md,lion,🦁,permalink: 🦁.html,lion,"---
layout: animals&nature
title: lion
emoji: lion
permalink: 🦁.html
---"
0526,u+1f42f,tiger-face,0526-tiger-face.md,tiger_face,🐯,permalink: 🐯.html,tiger face,"---
layout: animals&nature
title: tiger face
emoji: tiger_face
permalink: 🐯.html
---"
0527,u+1f405,tiger,0527-tiger.md,tiger,🐅,permalink: 🐅.html,tiger,"---
layout: animals&nature
title: tiger
emoji: tiger
permalink: 🐅.html
---"
0528,u+1f406,leopard,0528-leopard.md,leopard,🐆,permalink: 🐆.html,leopard,"---
layout: animals&nature
title: leopard
emoji: leopard
permalink: 🐆.html
---"
0529,u+1f434,horse-face,0529-horse-face.md,horse_face,🐴,permalink: 🐴.html,horse face,"---
layout: animals&nature
title: horse face
emoji: horse_face
permalink: 🐴.html
---"
0530,u+1f40e,horse,0530-horse.md,horse,🐎,permalink: 🐎.html,horse,"---
layout: animals&nature
title: horse
emoji: horse
permalink: 🐎.html
---"
0531,u+1f984,unicorn,0531-unicorn.md,unicorn,🦄,permalink: 🦄.html,unicorn,"---
layout: animals&nature
title: unicorn
emoji: unicorn
permalink: 🦄.html
---"
0532,u+1f993,zebra,0532-zebra.md,zebra,🦓,permalink: 🦓.html,zebra,"---
layout: animals&nature
title: zebra
emoji: zebra
permalink: 🦓.html
---"
0533,u+1f98c,deer,0533-deer.md,deer,🦌,permalink: 🦌.html,deer,"---
layout: animals&nature
title: deer
emoji: deer
permalink: 🦌.html
---"
0534,u+1f9ac,bison,0534-bison.md,bison,🦬,permalink: 🦬.html,bison,"---
layout: animals&nature
title: bison
emoji: bison
permalink: 🦬.html
---"
0535,u+1f42e,cow-face,0535-cow-face.md,cow_face,🐮,permalink: 🐮.html,cow face,"---
layout: animals&nature
title: cow face
emoji: cow_face
permalink: 🐮.html
---"
0536,u+1f402,ox,0536-ox.md,ox,🐂,permalink: 🐂.html,ox,"---
layout: animals&nature
title: ox
emoji: ox
permalink: 🐂.html
---"
0537,u+1f403,water-buffalo,0537-water-buffalo.md,water_buffalo,🐃,permalink: 🐃.html,water buffalo,"---
layout: animals&nature
title: water buffalo
emoji: water_buffalo
permalink: 🐃.html
---"
0538,u+1f404,cow,0538-cow.md,cow,🐄,permalink: 🐄.html,cow,"---
layout: animals&nature
title: cow
emoji: cow
permalink: 🐄.html
---"
0539,u+1f437,pig-face,0539-pig-face.md,pig_face,🐷,permalink: 🐷.html,pig face,"---
layout: animals&nature
title: pig face
emoji: pig_face
permalink: 🐷.html
---"
0540,u+1f416,pig,0540-pig.md,pig,🐖,permalink: 🐖.html,pig,"---
layout: animals&nature
title: pig
emoji: pig
permalink: 🐖.html
---"
0541,u+1f417,boar,0541-boar.md,boar,🐗,permalink: 🐗.html,boar,"---
layout: animals&nature
title: boar
emoji: boar
permalink: 🐗.html
---"
0542,u+1f43d,pig-nose,0542-pig-nose.md,pig_nose,🐽,permalink: 🐽.html,pig nose,"---
layout: animals&nature
title: pig nose
emoji: pig_nose
permalink: 🐽.html
---"
0543,u+1f40f,ram,0543-ram.md,ram,🐏,permalink: 🐏.html,ram,"---
layout: animals&nature
title: ram
emoji: ram
permalink: 🐏.html
---"
0544,u+1f411,ewe,0544-ewe.md,ewe,🐑,permalink: 🐑.html,ewe,"---
layout: animals&nature
title: ewe
emoji: ewe
permalink: 🐑.html
---"
0545,u+1f410,goat,0545-goat.md,goat,🐐,permalink: 🐐.html,goat,"---
layout: animals&nature
title: goat
emoji: goat
permalink: 🐐.html
---"
0546,u+1f42a,camel,0546-camel.md,camel,🐪,permalink: 🐪.html,camel,"---
layout: animals&nature
title: camel
emoji: camel
permalink: 🐪.html
---"
0547,u+1f42b,two-hump-camel,0547-two-hump-camel.md,two_hump_camel,🐫,permalink: 🐫.html,two-hump camel,"---
layout: animals&nature
title: two-hump camel
emoji: two_hump_camel
permalink: 🐫.html
---"
0548,u+1f999,llama,0548-llama.md,llama,🦙,permalink: 🦙.html,llama,"---
layout: animals&nature
title: llama
emoji: llama
permalink: 🦙.html
---"
0549,u+1f992,giraffe,0549-giraffe.md,giraffe,🦒,permalink: 🦒.html,giraffe,"---
layout: animals&nature
title: giraffe
emoji: giraffe
permalink: 🦒.html
---"
0550,u+1f418,elephant,0550-elephant.md,elephant,🐘,permalink: 🐘.html,elephant,"---
layout: animals&nature
title: elephant
emoji: elephant
permalink: 🐘.html
---"
0551,u+1f9a3,mammoth,0551-mammoth.md,mammoth,🦣,permalink: 🦣.html,mammoth,"---
layout: animals&nature
title: mammoth
emoji: mammoth
permalink: 🦣.html
---"
0552,u+1f98f,rhinoceros,0552-rhinoceros.md,rhinoceros,🦏,permalink: 🦏.html,rhinoceros,"---
layout: animals&nature
title: rhinoceros
emoji: rhinoceros
permalink: 🦏.html
---"
0553,u+1f99b,hippopotamus,0553-hippopotamus.md,hippopotamus,🦛,permalink: 🦛.html,hippopotamus,"---
layout: animals&nature
title: hippopotamus
emoji: hippopotamus
permalink: 🦛.html
---"
0554,u+1f42d,mouse-face,0554-mouse-face.md,mouse_face,🐭,permalink: 🐭.html,mouse face,"---
layout: animals&nature
title: mouse face
emoji: mouse_face
permalink: 🐭.html
---"
