number,code,emoji,emoji-symbol,title
1436,u+2755,white_exclamation_mark,❕,white exclamation mark
1437,u+2757,red_exclamation_mark,❗,red exclamation mark
1438,u+3030,wavy_dash,〰,wavy dash
1439,u+1f4b1,currency_exchange,💱,currency exchange
1440,u+1f4b2,heavy_dollar_sign,💲,heavy dollar sign
1441,u+2695,medical_symbol,⚕,medical symbol
1442,u+267b,recycling_symbol,♻,recycling symbol
1443,u+269c,fleur_de_lis,⚜,fleur-de-lis
1444,u+1f531,trident_emblem,🔱,trident emblem
1445,u+1f4db,name_badge,📛,name badge
1446,u+1f530,japanese_symbol_for_beginner,🔰,Japanese symbol for beginner
1447,u+2b55,hollow_red_circle,⭕,hollow red circle
1448,u+2705,check_mark_button,✅,check mark button
1449,u+2611,check_box_with_check,☑,check box with check
1450,u+2714,check_mark,✔,check mark
1451,u+274c,cross_mark,❌,cross mark
1452,u+274e,cross_mark_button,❎,cross mark button
1453,u+27b0,curly_loop,➰,curly loop
1454,u+27bf,double_curly_loop,➿,double curly loop
1455,u+303d,part_alternation_mark,〽,part alternation mark
1456,u+2733,eight_spoked_asterisk,✳,eight-spoked asterisk
1457,u+2734,eight_pointed_star,✴,eight-pointed star
1458,u+2747,sparkle,❇,sparkle
1459,u+00a9,copyright,©,copyright
1460,u+00ae,registered,®,registered
1461,u+2122,trade_mark,™,trade mark
1462,u+0023-u+fe0f-u+20e3,keycap_hashtag,#️⃣,"""keycap: #"""
1463,u+002a-u+fe0f-u+20e3,keycap_asterisk,*️⃣,"""keycap: *"""
1464,u+0030-u+fe0f-u+20e3,keycap_0,0️⃣,"""keycap: 0"""
1465,u+0031-u+fe0f-u+20e3,keycap_1,1️⃣,"""keycap: 1"""
1466,u+0032-u+fe0f-u+20e3,keycap_2,2️⃣,"""keycap: 2"""
1467,u+0033-u+fe0f-u+20e3,keycap_3,3️⃣,"""keycap: 3"""
1468,u+0034-u+fe0f-u+20e3,keycap_4,4️⃣,"""keycap: 4"""
1469,u+0035-u+fe0f-u+20e3,keycap_5,5️⃣,"""keycap: 5"""
1470,u+0036-u+fe0f-u+20e3,keycap_6,6️⃣,"""keycap: 6"""
1471,u+0037-u+fe0f-u+20e3,keycap_7,7️⃣,"""keycap: 7"""
1472,u+0038-u+fe0f-u+20e3,keycap_8,8️⃣,"""keycap: 8"""
1473,u+0039-u+fe0f-u+20e3,keycap_9,9️⃣,"""keycap: 9"""
1474,u+1f51f,keycap_10,🔟,"""keycap: 10"""
1475,u+1f520,input_latin_uppercase,🔠,input latin uppercase
1476,u+1f521,input_latin_lowercase,🔡,input latin lowercase
1477,u+1f522,input_numbers,🔢,input numbers
1478,u+1f523,input_symbols,🔣,input symbols
1479,u+1f524,input_latin_letters,🔤,input latin letters
1480,u+1f170,a_button_blood_type,🅰,A button (blood type)
1481,u+1f18e,ab_button_blood_type,🆎,AB button (blood type)
1482,u+1f171,b_button_blood_type,🅱,B button (blood type)
1483,u+1f191,cl_button,🆑,CL button
1484,u+1f192,cool_button,🆒,COOL button
1485,u+1f193,free_button,🆓,FREE button
1486,u+2139,information,ℹ,information
1487,u+1f194,id_button,🆔,ID button
1488,u+24c2,circled_m,Ⓜ,circled M
1489,u+1f195,new_button,🆕,NEW button
1490,u+1f196,ng_button,🆖,NG button
1491,u+1f17e,o_button_blood_type,🅾,O button (blood type)
1492,u+1f197,ok_button,🆗,OK button
1493,u+1f17f,p_button,🅿,P button
1494,u+1f198,sos_button,🆘,SOS button
1495,u+1f199,up_button,🆙,UP! button
1496,u+1f19a,vs_button,🆚,VS button
1497,u+1f201,japanese_here_button,🈁,Japanese “here” button
1498,u+1f202,japanese_service_charge_button,🈂,Japanese “service charge” button
1499,u+1f237,japanese_monthly_amount_button,🈷,Japanese “monthly amount” button
1500,u+1f236,japanese_not_free_of_charge_button,🈶,Japanese “not free of charge” button
1501,u+1f22f,japanese_reserved_button,🈯,Japanese “reserved” button
1502,u+1f250,japanese_bargain_button,🉐,Japanese “bargain” button
1503,u+1f239,japanese_discount_button,🈹,Japanese “discount” button
1504,u+1f21a,japanese_free_of_charge_button,🈚,Japanese “free of charge” button
1505,u+1f232,japanese_prohibited_button,🈲,Japanese “prohibited” button
1506,u+1f251,japanese_acceptable_button,🉑,Japanese “acceptable” button
1507,u+1f238,japanese_application_button,🈸,Japanese “application” button
1508,u+1f234,japanese_passing_grade_button,🈴,Japanese “passing grade” button
1509,u+1f233,japanese_vacancy_button,🈳,Japanese “vacancy” button
1510,u+3297,japanese_congratulations_button,㊗,Japanese “congratulations” button
1511,u+3299,japanese_secret_button,㊙,Japanese “secret” button
1512,u+1f23a,japanese_open_for_business_button,🈺,Japanese “open for business” button
1513,u+1f235,japanese_no_vacancy_button,🈵,Japanese “no vacancy” button
1514,u+1f534,red_circle,🔴,red circle
1515,u+1f7e0,orange_circle,🟠,orange circle
1516,u+1f7e1,yellow_circle,🟡,yellow circle
1517,u+1f7e2,green_circle,🟢,green circle
1518,u+1f535,blue_circle,🔵,blue circle
1519,u+1f7e3,purple_circle,🟣,purple circle
1520,u+1f7e4,brown_circle,🟤,brown circle
1521,u+26ab,black_circle,⚫,black circle
1522,u+26aa,white_circle,⚪,white circle
1523,u+1f7e5,red_square,🟥,red square
1524,u+1f7e7,orange_square,🟧,orange square
1525,u+1f7e8,yellow_square,🟨,yellow square
1526,u+1f7e9,green_square,🟩,green square
1527,u+1f7e6,blue_square,🟦,blue square
1528,u+1f7ea,purple_square,🟪,purple square
1529,u+1f7eb,brown_square,🟫,brown square
1530,u+2b1b,black_large_square,⬛,black large square
1531,u+2b1c,white_large_square,⬜,white large square
1532,u+25fc,black_medium_square,◼,black medium square
1533,u+25fb,white_medium_square,◻,white medium square
1534,u+25fe,black_medium_small_square,◾,black medium-small square
1535,u+25fd,white_medium_small_square,◽,white medium-small square
1536,u+25aa,black_small_square,▪,black small square
1537,u+25ab,white_small_square,▫,white small square
1538,u+1f536,large_orange_diamond,🔶,large orange diamond
1539,u+1f537,large_blue_diamond,🔷,large blue diamond
1540,u+1f538,small_orange_diamond,🔸,small orange diamond
1541,u+1f539,small_blue_diamond,🔹,small blue diamond
1542,u+1f53a,red_triangle_pointed_up,🔺,red triangle pointed up
1543,u+1f53b,red_triangle_pointed_down,🔻,red triangle pointed down
1544,u+1f4a0,diamond_with_a_dot,💠,diamond with a dot
1545,u+1f518,radio_button,🔘,radio button
1546,u+1f533,white_square_button,🔳,white square button
1547,u+1f532,black_square_button,🔲,black square button
1548,u+1f3c1,chequered_flag,🏁,chequered flag
1549,u+1f6a9,triangular_flag,🚩,triangular flag
1550,u+1f38c,crossed_flags,🎌,crossed flags
1551,u+1f3f4,black_flag,🏴,black flag
1552,u+1f3f3,white_flag,🏳,white flag
1553,u+1f3f3-u+fe0f-u+200d-u+1f308,rainbow_flag,🏳️‍🌈,rainbow flag
1554,u+1f3f3-u+fe0f-u+200d-u+26a7-u+fe0f,transgender_flag,🏳️‍⚧️,transgender flag
1555,u+1f3f4-u+200d-u+2620-u+fe0f,pirate_flag,🏴‍☠️,pirate flag
1556,u+1f1e6-u+1f1e8,flag_ascension_island,🇦🇨,"""flag: Ascension Island"""
1557,u+1f1e6-u+1f1e9,flag_andorra,🇦🇩,"""flag: Andorra"""
1558,u+1f1e6-u+1f1ea,flag_united_arab_emirates,🇦🇪,"""flag: United Arab Emirates"""
1559,u+1f1e6-u+1f1eb,flag_afghanistan,🇦🇫,"""flag: Afghanistan"""
1560,u+1f1e6-u+1f1ec,flag_antigua_and_barbuda,🇦🇬,"""flag: Antigua & Barbuda"""
1561,u+1f1e6-u+1f1ee,flag_anguilla,🇦🇮,"""flag: Anguilla"""
1562,u+1f1e6-u+1f1f1,flag_albania,🇦🇱,"""flag: Albania"""
1563,u+1f1e6-u+1f1f2,flag_armenia,🇦🇲,"""flag: Armenia"""
1564,u+1f1e6-u+1f1f4,flag_angola,🇦🇴,"""flag: Angola"""
1565,u+1f1e6-u+1f1f6,flag_antarctica,🇦🇶,"""flag: Antarctica"""
1566,u+1f1e6-u+1f1f7,flag_argentina,🇦🇷,"""flag: Argentina"""
1567,u+1f1e6-u+1f1f8,flag_american_samoa,🇦🇸,"""flag: American Samoa"""
1568,u+1f1e6-u+1f1f9,flag_austria,🇦🇹,"""flag: Austria"""
1569,u+1f1e6-u+1f1fa,flag_australia,🇦🇺,"""flag: Australia"""
1570,u+1f1e6-u+1f1fc,flag_aruba,🇦🇼,"""flag: Aruba"""
1571,u+1f1e6-u+1f1fd,flag_aland_islands,🇦🇽,"""flag: Åland Islands"""
1572,u+1f1e6-u+1f1ff,flag_azerbaijan,🇦🇿,"""flag: Azerbaijan"""
1573,u+1f1e7-u+1f1e6,flag_bosnia_and_herzegovina,🇧🇦,"""flag: Bosnia & Herzegovina"""
1574,u+1f1e7-u+1f1e7,flag_barbados,🇧🇧,"""flag: Barbados"""
1575,u+1f1e7-u+1f1e9,flag_bangladesh,🇧🇩,"""flag: Bangladesh"""
1576,u+1f1e7-u+1f1ea,flag_belgium,🇧🇪,"""flag: Belgium"""
1577,u+1f1e7-u+1f1eb,flag_burkina_faso,🇧🇫,"""flag: Burkina Faso"""
1578,u+1f1e7-u+1f1ec,flag_bulgaria,🇧🇬,"""flag: Bulgaria"""
1579,u+1f1e7-u+1f1ed,flag_bahrain,🇧🇭,"""flag: Bahrain"""
1580,u+1f1e7-u+1f1ee,flag_burundi,🇧🇮,"""flag: Burundi"""
1581,u+1f1e7-u+1f1ef,flag_benin,🇧🇯,"""flag: Benin"""
1582,u+1f1e7-u+1f1f1,flag_st_barthelemy,🇧🇱,"""flag: St. Barthélemy"""
1583,u+1f1e7-u+1f1f2,flag_bermuda,🇧🇲,"""flag: Bermuda"""
1584,u+1f1e7-u+1f1f3,flag_brunei,🇧🇳,"""flag: Brunei"""
1585,u+1f1e7-u+1f1f4,flag_bolivia,🇧🇴,"""flag: Bolivia"""
1586,u+1f1e7-u+1f1f6,flag_caribbean_netherlands,🇧🇶,"""flag: Caribbean Netherlands"""
1587,u+1f1e7-u+1f1f7,flag_brazil,🇧🇷,"""flag: Brazil"""
1588,u+1f1e7-u+1f1f8,flag_bahamas,🇧🇸,"""flag: Bahamas"""
1589,u+1f1e7-u+1f1f9,flag_bhutan,🇧🇹,"""flag: Bhutan"""
1590,u+1f1e7-u+1f1fb,flag_bouvet_island,🇧🇻,"""flag: Bouvet Island"""
1591,u+1f1e7-u+1f1fc,flag_botswana,🇧🇼,"""flag: Botswana"""
1592,u+1f1e7-u+1f1fe,flag_belarus,🇧🇾,"""flag: Belarus"""
1593,u+1f1e7-u+1f1ff,flag_belize,🇧🇿,"""flag: Belize"""
1594,u+1f1e8-u+1f1e6,flag_canada,🇨🇦,"""flag: Canada"""
1595,u+1f1e8-u+1f1e8,flag_cocos_keeling_islands,🇨🇨,"""flag: Cocos (Keeling) Islands"""
1596,u+1f1e8-u+1f1e9,flag_congo_kinshasa,🇨🇩,"""flag: Congo - Kinshasa"""
1597,u+1f1e8-u+1f1eb,flag_central_african_republic,🇨🇫,"""flag: Central African Republic"""
1598,u+1f1e8-u+1f1ec,flag_congo_brazzaville,🇨🇬,"""flag: Congo - Brazzaville"""
1599,u+1f1e8-u+1f1ed,flag_switzerland,🇨🇭,"""flag: Switzerland"""
1600,u+1f1e8-u+1f1ee,flag_cote_divoire,🇨🇮,"""flag: Côte d’Ivoire"""
1601,u+1f1e8-u+1f1f0,flag_cook_islands,🇨🇰,"""flag: Cook Islands"""
1602,u+1f1e8-u+1f1f1,flag_chile,🇨🇱,"""flag: Chile"""
1603,u+1f1e8-u+1f1f2,flag_cameroon,🇨🇲,"""flag: Cameroon"""
1604,u+1f1e8-u+1f1f3,flag_china,🇨🇳,"""flag: China"""
1605,u+1f1e8-u+1f1f4,flag_colombia,🇨🇴,"""flag: Colombia"""
1606,u+1f1e8-u+1f1f5,flag_clipperton_island,🇨🇵,"""flag: Clipperton Island"""
1607,u+1f1e8-u+1f1f7,flag_costa_rica,🇨🇷,"""flag: Costa Rica"""
1608,u+1f1e8-u+1f1fa,flag_cuba,🇨🇺,"""flag: Cuba"""
1609,u+1f1e8-u+1f1fb,flag_cape_verde,🇨🇻,"""flag: Cape Verde"""
1610,u+1f1e8-u+1f1fc,flag_curacao,🇨🇼,"""flag: Curaçao"""
1611,u+1f1e8-u+1f1fd,flag_christmas_island,🇨🇽,"""flag: Christmas Island"""
1612,u+1f1e8-u+1f1fe,flag_cyprus,🇨🇾,"""flag: Cyprus"""
1613,u+1f1e8-u+1f1ff,flag_czechia,🇨🇿,"""flag: Czechia"""
1614,u+1f1e9-u+1f1ea,flag_germany,🇩🇪,"""flag: Germany"""
1615,u+1f1e9-u+1f1ec,flag_diego_garcia,🇩🇬,"""flag: Diego Garcia"""
1616,u+1f1e9-u+1f1ef,flag_djibouti,🇩🇯,"""flag: Djibouti"""
1617,u+1f1e9-u+1f1f0,flag_denmark,🇩🇰,"""flag: Denmark"""
1618,u+1f1e9-u+1f1f2,flag_dominica,🇩🇲,"""flag: Dominica"""
1619,u+1f1e9-u+1f1f4,flag_dominican_republic,🇩🇴,"""flag: Dominican Republic"""
1620,u+1f1e9-u+1f1ff,flag_algeria,🇩🇿,"""flag: Algeria"""
1621,u+1f1ea-u+1f1e6,flag_ceuta_and_melilla,🇪🇦,"""flag: Ceuta & Melilla"""
1622,u+1f1ea-u+1f1e8,flag_ecuador,🇪🇨,"""flag: Ecuador"""
1623,u+1f1ea-u+1f1ea,flag_estonia,🇪🇪,"""flag: Estonia"""
1624,u+1f1ea-u+1f1ec,flag_egypt,🇪🇬,"""flag: Egypt"""
1625,u+1f1ea-u+1f1ed,flag_western_sahara,🇪🇭,"""flag: Western Sahara"""
1626,u+1f1ea-u+1f1f7,flag_eritrea,🇪🇷,"""flag: Eritrea"""
1627,u+1f1ea-u+1f1f8,flag_spain,🇪🇸,"""flag: Spain"""
1628,u+1f1ea-u+1f1f9,flag_ethiopia,🇪🇹,"""flag: Ethiopia"""
1629,u+1f1ea-u+1f1fa,flag_european_union,🇪🇺,"""flag: European Union"""
1630,u+1f1eb-u+1f1ee,flag_finland,🇫🇮,"""flag: Finland"""
1631,u+1f1eb-u+1f1ef,flag_fiji,🇫🇯,"""flag: Fiji"""
1632,u+1f1eb-u+1f1f0,flag_falkland_islands,🇫🇰,"""flag: Falkland Islands"""
1633,u+1f1eb-u+1f1f2,flag_micronesia,🇫🇲,"""flag: Micronesia"""
1634,u+1f1eb-u+1f1f4,flag_faroe_islands,🇫🇴,"""flag: Faroe Islands"""
1635,u+1f1eb-u+1f1f7,flag_france,🇫🇷,"""flag: France"""
1636,u+1f1ec-u+1f1e6,flag_gabon,🇬🇦,"""flag: Gabon"""
1637,u+1f1ec-u+1f1e7,flag_united_kingdom,🇬🇧,"""flag: United Kingdom"""
1638,u+1f1ec-u+1f1e9,flag_grenada,🇬🇩,"""flag: Grenada"""
1639,u+1f1ec-u+1f1ea,flag_georgia,🇬🇪,"""flag: Georgia"""
1640,u+1f1ec-u+1f1eb,flag_french_guiana,🇬🇫,"""flag: French Guiana"""
1641,u+1f1ec-u+1f1ec,flag_guernsey,🇬🇬,"""flag: Guernsey"""
1642,u+1f1ec-u+1f1ed,flag_ghana,🇬🇭,"""flag: Ghana"""
1643,u+1f1ec-u+1f1ee,flag_gibraltar,🇬🇮,"""flag: Gibraltar"""
1644,u+1f1ec-u+1f1f1,flag_greenland,🇬🇱,"""flag: Greenland"""
1645,u+1f1ec-u+1f1f2,flag_gambia,🇬🇲,"""flag: Gambia"""
1646,u+1f1ec-u+1f1f3,flag_guinea,🇬🇳,"""flag: Guinea"""
1647,u+1f1ec-u+1f1f5,flag_guadeloupe,🇬🇵,"""flag: Guadeloupe"""
1648,u+1f1ec-u+1f1f6,flag_equatorial_guinea,🇬🇶,"""flag: Equatorial Guinea"""
1649,u+1f1ec-u+1f1f7,flag_greece,🇬🇷,"""flag: Greece"""
1650,u+1f1ec-u+1f1f8,flag_south_georgia_and_south_sandwich_islands,🇬🇸,"""flag: South Georgia & South Sandwich Islands"""
1651,u+1f1ec-u+1f1f9,flag_guatemala,🇬🇹,"""flag: Guatemala"""
1652,u+1f1ec-u+1f1fa,flag_guam,🇬🇺,"""flag: Guam"""
1653,u+1f1ec-u+1f1fc,flag_guinea_bissau,🇬🇼,"""flag: Guinea-Bissau"""
1654,u+1f1ec-u+1f1fe,flag_guyana,🇬🇾,"""flag: Guyana"""
1655,u+1f1ed-u+1f1f0,flag_hong_kong_sar_china,🇭🇰,"""flag: Hong Kong SAR China"""
1656,u+1f1ed-u+1f1f2,flag_heard_and_mcdonald_islands,🇭🇲,"""flag: Heard & McDonald Islands"""
1657,u+1f1ed-u+1f1f3,flag_honduras,🇭🇳,"""flag: Honduras"""
1658,u+1f1ed-u+1f1f7,flag_croatia,🇭🇷,"""flag: Croatia"""
1659,u+1f1ed-u+1f1f9,flag_haiti,🇭🇹,"""flag: Haiti"""
1660,u+1f1ed-u+1f1fa,flag_hungary,🇭🇺,"""flag: Hungary"""
1661,u+1f1ee-u+1f1e8,flag_canary_islands,🇮🇨,"""flag: Canary Islands"""
1662,u+1f1ee-u+1f1e9,flag_indonesia,🇮🇩,"""flag: Indonesia"""
1663,u+1f1ee-u+1f1ea,flag_ireland,🇮🇪,"""flag: Ireland"""
1664,u+1f1ee-u+1f1f1,flag_israel,🇮🇱,"""flag: Israel"""
1665,u+1f1ee-u+1f1f2,flag_isle_of_man,🇮🇲,"""flag: Isle of Man"""
1666,u+1f1ee-u+1f1f3,flag_india,🇮🇳,"""flag: India"""
1667,u+1f1ee-u+1f1f4,flag_british_indian_ocean_territory,🇮🇴,"""flag: British Indian Ocean Territory"""
1668,u+1f1ee-u+1f1f6,flag_iraq,🇮🇶,"""flag: Iraq"""
1669,u+1f1ee-u+1f1f7,flag_iran,🇮🇷,"""flag: Iran"""
1670,u+1f1ee-u+1f1f8,flag_iceland,🇮🇸,"""flag: Iceland"""
1671,u+1f1ee-u+1f1f9,flag_italy,🇮🇹,"""flag: Italy"""
1672,u+1f1ef-u+1f1ea,flag_jersey,🇯🇪,"""flag: Jersey"""
1673,u+1f1ef-u+1f1f2,flag_jamaica,🇯🇲,"""flag: Jamaica"""
1674,u+1f1ef-u+1f1f4,flag_jordan,🇯🇴,"""flag: Jordan"""
1675,u+1f1ef-u+1f1f5,flag_japan,🇯🇵,"""flag: Japan"""
1676,u+1f1f0-u+1f1ea,flag_kenya,🇰🇪,"""flag: Kenya"""
1677,u+1f1f0-u+1f1ec,flag_kyrgyzstan,🇰🇬,"""flag: Kyrgyzstan"""
1678,u+1f1f0-u+1f1ed,flag_cambodia,🇰🇭,"""flag: Cambodia"""
1679,u+1f1f0-u+1f1ee,flag_kiribati,🇰🇮,"""flag: Kiribati"""
1680,u+1f1f0-u+1f1f2,flag_comoros,🇰🇲,"""flag: Comoros"""
1681,u+1f1f0-u+1f1f3,flag_st_kitts_and_nevis,🇰🇳,"""flag: St. Kitts & Nevis"""
1682,u+1f1f0-u+1f1f5,flag_north_korea,🇰🇵,"""flag: North Korea"""
1683,u+1f1f0-u+1f1f7,flag_south_korea,🇰🇷,"""flag: South Korea"""
1684,u+1f1f0-u+1f1fc,flag_kuwait,🇰🇼,"""flag: Kuwait"""
1685,u+1f1f0-u+1f1fe,flag_cayman_islands,🇰🇾,"""flag: Cayman Islands"""
1686,u+1f1f0-u+1f1ff,flag_kazakhstan,🇰🇿,"""flag: Kazakhstan"""
1687,u+1f1f1-u+1f1e6,flag_laos,🇱🇦,"""flag: Laos"""
1688,u+1f1f1-u+1f1e7,flag_lebanon,🇱🇧,"""flag: Lebanon"""
1689,u+1f1f1-u+1f1e8,flag_st_lucia,🇱🇨,"""flag: St. Lucia"""
1690,u+1f1f1-u+1f1ee,flag_liechtenstein,🇱🇮,"""flag: Liechtenstein"""
1691,u+1f1f1-u+1f1f0,flag_sri_lanka,🇱🇰,"""flag: Sri Lanka"""
1692,u+1f1f1-u+1f1f7,flag_liberia,🇱🇷,"""flag: Liberia"""
1693,u+1f1f1-u+1f1f8,flag_lesotho,🇱🇸,"""flag: Lesotho"""
1694,u+1f1f1-u+1f1f9,flag_lithuania,🇱🇹,"""flag: Lithuania"""
1695,u+1f1f1-u+1f1fa,flag_luxembourg,🇱🇺,"""flag: Luxembourg"""
1696,u+1f1f1-u+1f1fb,flag_latvia,🇱🇻,"""flag: Latvia"""
1697,u+1f1f1-u+1f1fe,flag_libya,🇱🇾,"""flag: Libya"""
1698,u+1f1f2-u+1f1e6,flag_morocco,🇲🇦,"""flag: Morocco"""
1699,u+1f1f2-u+1f1e8,flag_monaco,🇲🇨,"""flag: Monaco"""
1700,u+1f1f2-u+1f1e9,flag_moldova,🇲🇩,"""flag: Moldova"""
1701,u+1f1f2-u+1f1ea,flag_montenegro,🇲🇪,"""flag: Montenegro"""
1702,u+1f1f2-u+1f1eb,flag_st_martin,🇲🇫,"""flag: St. Martin"""
1703,u+1f1f2-u+1f1ec,flag_madagascar,🇲🇬,"""flag: Madagascar"""
1704,u+1f1f2-u+1f1ed,flag_marshall_islands,🇲🇭,"""flag: Marshall Islands"""
1705,u+1f1f2-u+1f1f0,flag_north_macedonia,🇲🇰,"""flag: North Macedonia"""
1706,u+1f1f2-u+1f1f1,flag_mali,🇲🇱,"""flag: Mali"""
1707,u+1f1f2-u+1f1f2,flag_myanmar_burma,🇲🇲,"""flag: Myanmar (Burma)"""
1708,u+1f1f2-u+1f1f3,flag_mongolia,🇲🇳,"""flag: Mongolia"""
1709,u+1f1f2-u+1f1f4,flag_macao_sar_china,🇲🇴,"""flag: Macao SAR China"""
1710,u+1f1f2-u+1f1f5,flag_northern_mariana_islands,🇲🇵,"""flag: Northern Mariana Islands"""
1711,u+1f1f2-u+1f1f6,flag_martinique,🇲🇶,"""flag: Martinique"""
1712,u+1f1f2-u+1f1f7,flag_mauritania,🇲🇷,"""flag: Mauritania"""
1713,u+1f1f2-u+1f1f8,flag_montserrat,🇲🇸,"""flag: Montserrat"""
1714,u+1f1f2-u+1f1f9,flag_malta,🇲🇹,"""flag: Malta"""
1715,u+1f1f2-u+1f1fa,flag_mauritius,🇲🇺,"""flag: Mauritius"""
1716,u+1f1f2-u+1f1fb,flag_maldives,🇲🇻,"""flag: Maldives"""
1717,u+1f1f2-u+1f1fc,flag_malawi,🇲🇼,"""flag: Malawi"""
1718,u+1f1f2-u+1f1fd,flag_mexico,🇲🇽,"""flag: Mexico"""
1719,u+1f1f2-u+1f1fe,flag_malaysia,🇲🇾,"""flag: Malaysia"""
1720,u+1f1f2-u+1f1ff,flag_mozambique,🇲🇿,"""flag: Mozambique"""
1721,u+1f1f3-u+1f1e6,flag_namibia,🇳🇦,"""flag: Namibia"""
1722,u+1f1f3-u+1f1e8,flag_new_caledonia,🇳🇨,"""flag: New Caledonia"""
1723,u+1f1f3-u+1f1ea,flag_niger,🇳🇪,"""flag: Niger"""
1724,u+1f1f3-u+1f1eb,flag_norfolk_island,🇳🇫,"""flag: Norfolk Island"""
1725,u+1f1f3-u+1f1ec,flag_nigeria,🇳🇬,"""flag: Nigeria"""
1726,u+1f1f3-u+1f1ee,flag_nicaragua,🇳🇮,"""flag: Nicaragua"""
1727,u+1f1f3-u+1f1f1,flag_netherlands,🇳🇱,"""flag: Netherlands"""
1728,u+1f1f3-u+1f1f4,flag_norway,🇳🇴,"""flag: Norway"""
1729,u+1f1f3-u+1f1f5,flag_nepal,🇳🇵,"""flag: Nepal"""
1730,u+1f1f3-u+1f1f7,flag_nauru,🇳🇷,"""flag: Nauru"""
1731,u+1f1f3-u+1f1fa,flag_niue,🇳🇺,"""flag: Niue"""
1732,u+1f1f3-u+1f1ff,flag_new_zealand,🇳🇿,"""flag: New Zealand"""
1733,u+1f1f4-u+1f1f2,flag_oman,🇴🇲,"""flag: Oman"""
1734,u+1f1f5-u+1f1e6,flag_panama,🇵🇦,"""flag: Panama"""
1735,u+1f1f5-u+1f1ea,flag_peru,🇵🇪,"""flag: Peru"""
1736,u+1f1f5-u+1f1eb,flag_french_polynesia,🇵🇫,"""flag: French Polynesia"""
1737,u+1f1f5-u+1f1ec,flag_papua_new_guinea,🇵🇬,"""flag: Papua New Guinea"""
1738,u+1f1f5-u+1f1ed,flag_philippines,🇵🇭,"""flag: Philippines"""
1739,u+1f1f5-u+1f1f0,flag_pakistan,🇵🇰,"""flag: Pakistan"""
1740,u+1f1f5-u+1f1f1,flag_poland,🇵🇱,"""flag: Poland"""
1741,u+1f1f5-u+1f1f2,flag_st_pierre_and_miquelon,🇵🇲,"""flag: St. Pierre & Miquelon"""
1742,u+1f1f5-u+1f1f3,flag_pitcairn_islands,🇵🇳,"""flag: Pitcairn Islands"""
1743,u+1f1f5-u+1f1f7,flag_puerto_rico,🇵🇷,"""flag: Puerto Rico"""
1744,u+1f1f5-u+1f1f8,flag_palestinian_territories,🇵🇸,"""flag: Palestinian Territories"""
1745,u+1f1f5-u+1f1f9,flag_portugal,🇵🇹,"""flag: Portugal"""
1746,u+1f1f5-u+1f1fc,flag_palau,🇵🇼,"""flag: Palau"""
1747,u+1f1f5-u+1f1fe,flag_paraguay,🇵🇾,"""flag: Paraguay"""
1748,u+1f1f6-u+1f1e6,flag_qatar,🇶🇦,"""flag: Qatar"""
1749,u+1f1f7-u+1f1ea,flag_reunion,🇷🇪,"""flag: Réunion"""
1750,u+1f1f7-u+1f1f4,flag_romania,🇷🇴,"""flag: Romania"""
1751,u+1f1f7-u+1f1f8,flag_serbia,🇷🇸,"""flag: Serbia"""
1752,u+1f1f7-u+1f1fa,flag_russia,🇷🇺,"""flag: Russia"""
1753,u+1f1f7-u+1f1fc,flag_rwanda,🇷🇼,"""flag: Rwanda"""
1754,u+1f1f8-u+1f1e6,flag_saudi_arabia,🇸🇦,"""flag: Saudi Arabia"""
1755,u+1f1f8-u+1f1e7,flag_solomon_islands,🇸🇧,"""flag: Solomon Islands"""
1756,u+1f1f8-u+1f1e8,flag_seychelles,🇸🇨,"""flag: Seychelles"""
1757,u+1f1f8-u+1f1e9,flag_sudan,🇸🇩,"""flag: Sudan"""
1758,u+1f1f8-u+1f1ea,flag_sweden,🇸🇪,"""flag: Sweden"""
1759,u+1f1f8-u+1f1ec,flag_singapore,🇸🇬,"""flag: Singapore"""
1760,u+1f1f8-u+1f1ed,flag_st_helena,🇸🇭,"""flag: St. Helena"""
1761,u+1f1f8-u+1f1ee,flag_slovenia,🇸🇮,"""flag: Slovenia"""
1762,u+1f1f8-u+1f1ef,flag_svalbard_and_jan_mayen,🇸🇯,"""flag: Svalbard & Jan Mayen"""
1763,u+1f1f8-u+1f1f0,flag_slovakia,🇸🇰,"""flag: Slovakia"""
1764,u+1f1f8-u+1f1f1,flag_sierra_leone,🇸🇱,"""flag: Sierra Leone"""
1765,u+1f1f8-u+1f1f2,flag_san_marino,🇸🇲,"""flag: San Marino"""
1766,u+1f1f8-u+1f1f3,flag_senegal,🇸🇳,"""flag: Senegal"""
1767,u+1f1f8-u+1f1f4,flag_somalia,🇸🇴,"""flag: Somalia"""
1768,u+1f1f8-u+1f1f7,flag_suriname,🇸🇷,"""flag: Suriname"""
1769,u+1f1f8-u+1f1f8,flag_south_sudan,🇸🇸,"""flag: South Sudan"""
1770,u+1f1f8-u+1f1f9,flag_sao_tome_and_principe,🇸🇹,"""flag: São Tomé & Príncipe"""
1771,u+1f1f8-u+1f1fb,flag_el_salvador,🇸🇻,"""flag: El Salvador"""
1772,u+1f1f8-u+1f1fd,flag_sint_maarten,🇸🇽,"""flag: Sint Maarten"""
1773,u+1f1f8-u+1f1fe,flag_syria,🇸🇾,"""flag: Syria"""
1774,u+1f1f8-u+1f1ff,flag_eswatini,🇸🇿,"""flag: Eswatini"""
